experiment,checkpoint,agent,agent1_rew,agent2_rew,agent3_rew,agent4_rew,vs_random,agent_random
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,007500000,first_0,-19.866666666666667,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,008000000,first_0,-17.76271186440678,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,008500000,first_0,-18.42105263157895,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,009000000,first_0,-18.836363636363636,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,045000000,first_0,1.732394366197183,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S0,009000000,first_0,-3.9859154929577465,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,009500000,first_0,-16.63157894736842,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,010000000,first_0,-19.785714285714285,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,010500000,first_0,-18.774193548387096,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,011000000,first_0,-18.482758620689655,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,011500000,first_0,-17.88679245283019,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,012000000,first_0,-19.78181818181818,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,012500000,first_0,-18.484848484848484,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,013000000,first_0,-18.40625,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,013500000,first_0,-20.137931034482758,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,014000000,first_0,-18.912280701754387,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,045500000,first_0,-7.183098591549296,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,014500000,first_0,-18.32,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,015000000,first_0,-18.7,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,015500000,first_0,-19.066666666666666,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,016000000,first_0,-19.442622950819672,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,016500000,first_0,-17.93220338983051,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,017000000,first_0,-20.369230769230768,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,017500000,first_0,-20.28985507246377,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,018000000,first_0,-18.229508196721312,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,018500000,first_0,-18.4375,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,019000000,first_0,-18.6984126984127,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,046000000,first_0,-2.4507042253521125,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,019500000,first_0,-19.174603174603174,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,020000000,first_0,-19.26153846153846,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,020500000,first_0,-19.037037037037038,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,021000000,first_0,-19.228070175438596,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,021500000,first_0,-18.413793103448278,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,022000000,first_0,-17.403508771929825,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,022500000,first_0,-19.446153846153845,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,023000000,first_0,-18.033898305084747,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,023500000,first_0,-19.23076923076923,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,024000000,first_0,-17.0,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,046500000,first_0,-3.323943661971831,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,024500000,first_0,-18.945454545454545,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,025000000,first_0,-16.958333333333332,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,025500000,first_0,-18.586206896551722,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,026000000,first_0,-16.25,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,026500000,first_0,-18.71186440677966,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,027000000,first_0,-18.666666666666668,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,027500000,first_0,-17.933333333333334,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,028000000,first_0,-18.23728813559322,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,028500000,first_0,-18.92063492063492,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,029000000,first_0,-16.0,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,047000000,first_0,-1.0140845070422535,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,029500000,first_0,-18.967741935483872,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,030000000,first_0,-16.557377049180328,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,030500000,first_0,-19.032258064516128,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,031000000,first_0,-17.9,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,031500000,first_0,-18.62962962962963,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,032000000,first_0,-20.689655172413794,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,032500000,first_0,-17.346938775510203,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,033000000,first_0,-20.46153846153846,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,033500000,first_0,-19.970149253731343,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,034000000,first_0,-18.14814814814815,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,047500000,first_0,-1.1971830985915493,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,034500000,first_0,-21.016393442622952,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,035000000,first_0,-21.050847457627118,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,035500000,first_0,-14.892857142857142,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,036000000,first_0,-19.71875,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,036500000,first_0,-10.285714285714286,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,037000000,first_0,-6.8,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,037500000,first_0,-18.63157894736842,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,038000000,first_0,-18.107142857142858,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,038500000,first_0,-16.0,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,039000000,first_0,-19.228070175438596,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,048000000,first_0,-2.6056338028169015,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,039500000,first_0,-20.3,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,040000000,first_0,-18.733333333333334,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,040500000,first_0,-19.737704918032787,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,041000000,first_0,-18.21818181818182,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,041500000,first_0,-17.137254901960784,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,042000000,first_0,-17.785714285714285,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,042500000,first_0,-15.63265306122449,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,043000000,first_0,-19.08,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,043500000,first_0,-18.37037037037037,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,044000000,first_0,-17.74074074074074,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,048500000,first_0,-3.112676056338028,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,044500000,first_0,-18.64516129032258,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,045000000,first_0,-18.688524590163933,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,045500000,first_0,-18.30188679245283,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,046000000,first_0,-18.242424242424242,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,046500000,first_0,-19.365079365079364,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,047000000,first_0,-19.833333333333332,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,047500000,first_0,-17.0,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,048000000,first_0,-17.48148148148148,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,048500000,first_0,-18.42105263157895,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,049000000,first_0,-17.78723404255319,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,049000000,first_0,-1.8028169014084507,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_double_dunk_v2_RB1_F50000000_S4,049500000,first_0,-17.09433962264151,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,000500000,first_0,-9.052631578947368,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,001000000,first_0,-9.81578947368421,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,001500000,first_0,-14.333333333333334,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,002000000,first_0,-22.34285714285714,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,002500000,first_0,-15.194444444444445,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,003000000,first_0,-14.88888888888889,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,003500000,first_0,-5.277777777777778,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,004000000,first_0,-3.7222222222222223,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,004500000,first_0,-2.6176470588235294,nan,nan,nan,False,False
experiments/ppo_train/shared_ppo_boxing_v1_RB1_F50000000_S0,049500000,first_0,-3.971830985915493,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,005000000,first_0,-12.636363636363637,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,005500000,first_0,-11.818181818181818,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,006000000,first_0,-13.606060606060606,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,006500000,first_0,-16.363636363636363,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,007000000,first_0,-1.8571428571428572,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,007500000,first_0,-22.529411764705884,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,008000000,first_0,-2.861111111111111,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,008500000,first_0,-1.7142857142857142,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,009000000,first_0,-2.0285714285714285,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,009500000,first_0,-2.4444444444444446,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,000500000,first_0,-2.0985915492957745,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S0,009500000,first_0,-21.338028169014084,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S0,000500000,first_0,-0.8873239436619719,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,010000000,first_0,-2.657142857142857,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,010500000,first_0,-1.9714285714285715,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,011000000,first_0,-1.9428571428571428,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,011500000,first_0,-2.057142857142857,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,012000000,first_0,-2.108108108108108,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,012500000,first_0,-16.27777777777778,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,013000000,first_0,-7.378378378378378,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,013500000,first_0,-12.909090909090908,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,014000000,first_0,-15.151515151515152,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,014500000,first_0,-18.916666666666668,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,001000000,first_0,-2.4788732394366195,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,015000000,first_0,-20.083333333333332,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,015500000,first_0,-14.575757575757576,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,016000000,first_0,-13.393939393939394,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,016500000,first_0,-14.363636363636363,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,017000000,first_0,-1.5789473684210527,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,017500000,first_0,-5.435897435897436,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,018000000,first_0,-17.057142857142857,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,018500000,first_0,-9.891891891891891,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,019000000,first_0,-5.945945945945946,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,019500000,first_0,-6.589743589743589,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,001500000,first_0,-39.014084507042256,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,020000000,first_0,-12.631578947368421,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,020500000,first_0,-12.736842105263158,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,021000000,first_0,-4.825,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,021500000,first_0,-2.2564102564102564,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,022000000,first_0,-2.2222222222222223,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,022500000,first_0,-3.275,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,023000000,first_0,-2.7027027027027026,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,023500000,first_0,-5.95,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,024000000,first_0,-0.8055555555555556,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,024500000,first_0,-5.305555555555555,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,002000000,first_0,-37.014084507042256,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,025000000,first_0,-16.42105263157895,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,025500000,first_0,-20.86111111111111,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,026000000,first_0,-12.58974358974359,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,026500000,first_0,-16.0,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,027000000,first_0,-14.18918918918919,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,027500000,first_0,-19.52777777777778,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,028000000,first_0,-24.0,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,028500000,first_0,-22.62857142857143,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,029000000,first_0,-23.714285714285715,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,029500000,first_0,-13.921052631578947,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,002500000,first_0,-30.943661971830984,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,030000000,first_0,-21.38888888888889,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,030500000,first_0,-15.216216216216216,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,031000000,first_0,-9.31578947368421,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,031500000,first_0,-20.194444444444443,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,032000000,first_0,-13.631578947368421,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,032500000,first_0,-23.314285714285713,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,033000000,first_0,-24.529411764705884,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,033500000,first_0,-12.675675675675675,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,034000000,first_0,-14.0,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,034500000,first_0,-11.764705882352942,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,003000000,first_0,-3.6619718309859155,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,035000000,first_0,-15.823529411764707,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,035500000,first_0,-14.945945945945946,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,036000000,first_0,-16.285714285714285,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,036500000,first_0,-9.153846153846153,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,037000000,first_0,-16.324324324324323,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,037500000,first_0,-17.63888888888889,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,038000000,first_0,-11.325,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,038500000,first_0,-23.514285714285716,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,039000000,first_0,-20.86111111111111,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,039500000,first_0,-14.08108108108108,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,003500000,first_0,-70.36619718309859,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,040000000,first_0,-21.058823529411764,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,040500000,first_0,-17.486486486486488,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,041000000,first_0,-19.36111111111111,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,041500000,first_0,-22.285714285714285,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,042000000,first_0,-18.416666666666668,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,042500000,first_0,-12.969696969696969,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,043000000,first_0,-13.617647058823529,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,043500000,first_0,-4.675,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,044000000,first_0,-5.589743589743589,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,044500000,first_0,-9.6,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_boxing_v1_RB1000000_F50000000_S1,004000000,first_0,-41.70422535211268,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,045000000,first_0,-16.676470588235293,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,045500000,first_0,-14.151515151515152,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,046000000,first_0,-14.205882352941176,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,046500000,first_0,-15.36111111111111,nan,nan,nan,False,False
experiments/ppo_train/shared_rainbow_ice_hockey_v1_RB1000000_F50000000_S0,047000000,first_0,-17.333333333333332,nan,nan,nan,False,False
